1st Q,1st Q.1,1st Q.2,1st Q.3,1st Q.4,1st Q.5,table
1:47.0,Turnover by C. Thomas (bad pass; steal by B. Miller),,58-69,,,pbp
1:43.0,,,58-71,+2,B. Miller makes 2-pt dunk from 2 ft (assist by L. Ball),pbp
1:30.0,C. Thomas misses 3-pt jump shot from 25 ft,,58-71,,,pbp
1:27.0,,,58-71,,Defensive rebound by T. Mann,pbp
1:21.0,,,58-73,+2,M. Bridges makes 2-pt jump shot from 8 ft (assist by T. Mann),pbp
1:21.0,,,58-73,,M. Diabaté enters the game for R. Kalkbrenner,pbp
0:57.0,M. Porter misses 3-pt jump shot from 26 ft,,58-73,,,pbp
0:55.0,Offensive rebound by B. Saraf,,58-73,,,pbp
0:50.0,N. Claxton makes 2-pt layup from 3 ft (assist by M. Porter),+2,60-73,,,pbp
0:34.0,,,60-73,,Shooting foul by B. Saraf (drawn by B. Miller),pbp
0:34.0,,,60-74,+1,B. Miller makes free throw 1 of 2,pbp
0:34.0,,,60-75,+1,B. Miller makes free throw 2 of 2,pbp
0:15.0,B. Saraf misses 2-pt layup from 3 ft (block by M. Diabaté),,60-75,,,pbp
0:11.0,,,60-75,,Defensive rebound by M. Diabaté,pbp
0:11.0,,,60-77,+2,M. Diabaté makes 2-pt dunk from 2 ft,pbp
0:00.0,C. Thomas misses 2-pt layup from 2 ft,,60-77,,,pbp
0:00.0,,,60-77,,Defensive rebound by M. Bridges,pbp
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,pbp
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,pbp
Time,Brooklyn,,Score,,Charlotte,pbp
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,pbp
11:43.0,,,60-79,+2,R. Kalkbrenner makes 2-pt layup from 1 ft (assist by M. Bridges),pbp
11:21.0,B. Saraf misses 3-pt jump shot from 23 ft,,60-79,,,pbp
11:18.0,,,60-79,,Defensive rebound by R. Kalkbrenner,pbp
11:10.0,,,60-79,,B. Miller misses 3-pt jump shot from 25 ft,pbp
11:08.0,Defensive rebound by B. Saraf,,60-79,,,pbp
11:04.0,T. Mann makes 2-pt layup from 3 ft,+2,62-79,,,pbp
11:04.0,Shooting foul by B. Miller (drawn by T. Mann),,62-79,,,pbp
11:04.0,T. Mann makes free throw 1 of 1,+1,63-79,,,pbp
10:46.0,,,63-81,+2,B. Miller makes 2-pt layup from 3 ft,pbp
10:33.0,M. Porter misses 2-pt jump shot from 8 ft,,63-81,,,pbp
10:29.0,,,63-81,,Defensive rebound by L. Ball,pbp
10:22.0,,,63-81,,B. Miller misses 3-pt jump shot from 24 ft,pbp
10:19.0,Defensive rebound by M. Porter,,63-81,,,pbp
10:08.0,M. Porter makes 2-pt layup from 3 ft (assist by N. Claxton),+2,65-81,,,pbp
9:55.0,,,65-84,+3,M. Bridges makes 3-pt jump shot from 23 ft (assist by B. Miller),pbp
9:41.0,T. Mann misses 2-pt layup from 4 ft,,65-84,,,pbp
9:39.0,,,65-84,,Defensive rebound by K. Knueppel,pbp
9:34.0,,,65-87,+3,K. Knueppel makes 3-pt jump shot from 25 ft (assist by L. Ball),pbp
9:34.0,Brooklyn full timeout,,65-87,,,pbp
9:34.0,T. Martin enters the game for M. Porter,,65-87,,,pbp
9:34.0,J. Wilson enters the game for C. Thomas,,65-87,,,pbp
9:34.0,Instant Replay,,65-87,,,pbp
9:14.0,T. Martin makes 3-pt jump shot from 32 ft (assist by T. Mann),+3,68-87,,,pbp
8:59.0,,,68-87,,L. Ball misses 3-pt jump shot from 28 ft,pbp
8:58.0,,,68-87,,Offensive rebound by R. Kalkbrenner,pbp
8:56.0,,,68-90,+3,K. Knueppel makes 3-pt jump shot from 26 ft (assist by B. Miller),pbp
8:35.0,B. Saraf misses 3-pt jump shot from 23 ft,,68-90,,,pbp
8:33.0,Offensive rebound by T. Martin,,68-90,,,pbp
8:29.0,T. Mann makes 3-pt jump shot from 26 ft (assist by T. Martin),+3,71-90,,,pbp
8:13.0,,,71-90,,K. Knueppel misses 3-pt jump shot from 26 ft,pbp
8:09.0,Defensive rebound by B. Saraf,,71-90,,,pbp
8:02.0,B. Saraf misses 3-pt jump shot from 27 ft,,71-90,,,pbp
7:56.0,Offensive rebound by N. Claxton,,71-90,,,pbp
7:56.0,N. Claxton makes 2-pt layup at rim,+2,73-90,,,pbp
7:48.0,,,73-90,,Turnover by R. Kalkbrenner (bad pass; steal by T. Martin),pbp
7:43.0,J. Wilson makes 3-pt jump shot from 25 ft (assist by B. Saraf),+3,76-90,,,pbp
7:43.0,,,76-90,,Charlotte full timeout,pbp
7:31.0,,,76-90,,Offensive foul by R. Kalkbrenner (drawn by T. Mann),pbp
7:31.0,,,76-90,,Turnover by R. Kalkbrenner (offensive foul),pbp
7:31.0,,,76-90,,M. Diabaté enters the game for R. Kalkbrenner,pbp
7:18.0,Turnover by T. Martin (out of bounds lost ball),,76-90,,,pbp
7:07.0,,,76-92,+2,B. Miller makes 2-pt jump shot from 3 ft,pbp
7:07.0,,,76-92,,Shooting foul by T. Martin (drawn by B. Miller),pbp
7:07.0,,,76-93,+1,B. Miller makes free throw 1 of 1,pbp
6:46.0,N. Claxton makes 2-pt hook shot from 10 ft,+2,78-93,,,pbp
6:37.0,,,78-95,+2,M. Diabaté makes 2-pt jump shot from 9 ft (assist by B. Miller),pbp
6:27.0,Shooting foul by B. Miller (drawn by B. Saraf),,78-95,,,pbp
6:27.0,B. Saraf makes free throw 1 of 2,+1,79-95,,,pbp
6:27.0,Z. Williams enters the game for T. Mann,,79-95,,,pbp
6:27.0,,,79-95,,C. Sexton enters the game for B. Miller,pbp
6:27.0,B. Saraf makes free throw 2 of 2,+1,80-95,,,pbp
6:21.0,,,80-95,,Personal foul by J. Wilson (drawn by L. Ball),pbp
6:21.0,E. Dёmin enters the game for N. Claxton,,80-95,,,pbp
6:21.0,D. Sharpe enters the game for B. Saraf,,80-95,,,pbp
6:11.0,,,80-98,+3,L. Ball makes 3-pt jump shot from 28 ft,pbp
5:57.0,Offensive foul by D. Sharpe (drawn by C. Sexton),,80-98,,,pbp
5:57.0,Turnover by D. Sharpe (offensive foul),,80-98,,,pbp
5:44.0,,,80-98,,Turnover by C. Sexton (bad pass; steal by D. Sharpe),pbp
5:44.0,Turnover by D. Sharpe (bad pass),,80-98,,,pbp
5:40.0,,,80-98,,Turnover by K. Knueppel (bad pass; steal by E. Dёmin),pbp
5:38.0,Personal foul by L. Ball (drawn by E. Dёmin),,80-98,,,pbp
5:29.0,T. Martin misses 2-pt layup from 6 ft,,80-98,,,pbp
5:24.0,Offensive rebound by D. Sharpe,,80-98,,,pbp
5:24.0,D. Sharpe makes 2-pt layup from 3 ft,+2,82-98,,,pbp
5:08.0,,,82-98,,C. Sexton misses 3-pt jump shot from 25 ft,pbp
5:04.0,Defensive rebound by Z. Williams,,82-98,,,pbp
4:59.0,Turnover by D. Sharpe (out of bounds lost ball),,82-98,,,pbp
4:41.0,,,82-98,,C. Sexton misses 2-pt jump shot from 4 ft,pbp
4:39.0,Defensive rebound by D. Sharpe,,82-98,,,pbp
4:31.0,J. Wilson misses 3-pt jump shot from 26 ft,,82-98,,,pbp
4:28.0,,,82-98,,Defensive rebound by M. Bridges,pbp
4:28.0,,,82-98,,Turnover by M. Bridges (bad pass),pbp
4:28.0,N. Clowney enters the game for D. Sharpe,,82-98,,,pbp
4:28.0,,,82-98,,S. James enters the game for L. Ball,pbp
4:28.0,,,82-98,,T. Mann enters the game for M. Bridges,pbp
4:28.0,,,82-98,,T. Salaün enters the game for K. Knueppel,pbp
4:13.0,J. Wilson makes 2-pt layup from 3 ft (assist by N. Clowney),+2,84-98,,,pbp
4:01.0,,,84-98,,Turnover by T. Mann (lost ball; steal by Z. Williams),pbp
3:56.0,Z. Williams misses 2-pt layup from 9 ft,,84-98,,,pbp
3:52.0,Offensive rebound by T. Martin,,84-98,,,pbp
3:52.0,T. Martin misses 2-pt layup at rim,,84-98,,,pbp
3:51.0,,,84-98,,Defensive rebound by S. James,pbp
3:51.0,,,84-98,,Personal foul by E. Dёmin (drawn by C. Sexton),pbp
3:38.0,,,84-100,+2,T. Salaün makes 2-pt dunk from 2 ft (assist by C. Sexton),pbp
3:29.0,T. Martin misses 3-pt jump shot from 28 ft,,84-100,,,pbp
3:26.0,Offensive rebound by Z. Williams,,84-100,,,pbp
3:21.0,Personal foul by T. Mann (drawn by T. Martin),,84-100,,,pbp
3:10.0,T. Martin makes 2-pt jump shot from 8 ft,+2,86-100,,,pbp
2:58.0,,,86-102,+2,C. Sexton makes 2-pt layup from 2 ft,pbp
2:44.0,E. Dёmin makes 3-pt jump shot from 26 ft (assist by N. Clowney),+3,89-102,,,pbp
2:33.0,,,89-105,+3,T. Mann makes 3-pt jump shot from 28 ft (assist by S. James),pbp
2:08.0,Personal foul by M. Diabaté (drawn by N. Clowney),,89-105,,,pbp
2:08.0,N. Clowney makes free throw 1 of 2,+1,90-105,,,pbp
2:08.0,D. Powell enters the game for Z. Williams,,90-105,,,pbp
2:08.0,N. Clowney makes free throw 2 of 2,+1,91-105,,,pbp
1:59.0,,,91-105,,Personal foul by D. Powell (drawn by C. Sexton),pbp
1:48.0,,,91-105,,C. Sexton misses 2-pt layup from 3 ft,pbp
1:45.0,Defensive rebound by N. Clowney,,91-105,,,pbp
1:40.0,Turnover by N. Clowney (traveling),,91-105,,,pbp
1:23.0,,,91-105,,T. Mann misses 3-pt jump shot from 27 ft,pbp
1:21.0,,,91-105,,Offensive rebound by M. Diabaté,pbp
1:21.0,,,91-105,,Shooting foul by E. Dёmin (drawn by M. Diabaté),pbp
1:21.0,,,91-105,,M. Diabaté misses free throw 1 of 2,pbp
1:21.0,,,91-105,,Offensive rebound by Team,pbp
1:21.0,M. Porter enters the game for J. Wilson,,91-105,,,pbp
1:21.0,,,91-106,+1,M. Diabaté makes free throw 2 of 2,pbp
1:07.0,E. Dёmin makes 3-pt jump shot from 26 ft (assist by M. Porter),+3,94-106,,,pbp
0:58.0,,,94-108,+2,C. Sexton makes 2-pt layup from 2 ft,pbp
0:58.0,,,94-108,,Shooting foul by D. Powell (drawn by C. Sexton),pbp
0:58.0,,,94-109,+1,C. Sexton makes free throw 1 of 1,pbp
0:49.0,Turnover by E. Dёmin (bad pass),,94-109,,,pbp
0:31.0,,,94-109,,Shooting foul by N. Clowney (drawn by M. Diabaté),pbp
0:31.0,,,94-110,+1,M. Diabaté makes free throw 1 of 2,pbp
0:31.0,,,94-111,+1,M. Diabaté makes free throw 2 of 2,pbp
0:19.0,N. Clowney makes 3-pt jump shot from 27 ft (assist by E. Dёmin),+3,97-111,,,pbp
0:03.0,,,97-111,,S. James misses 3-pt jump shot from 23 ft,pbp
0:00.0,,,97-111,,Offensive rebound by M. Diabaté,pbp
0:00.0,,,97-111,,M. Diabaté misses 2-pt layup at rim,pbp
0:00.0,,,97-111,,Offensive rebound by Team,pbp
0:00.0,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,End of 3rd quarter,pbp
4th Q,4th Q,4th Q,4th Q,4th Q,4th Q,pbp
Time,Brooklyn,,Score,,Charlotte,pbp
12:00.0,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,Start of 4th quarter,pbp
11:39.0,C. Thomas misses 2-pt jump shot from 10 ft,,97-111,,,pbp
11:37.0,,,97-111,,Defensive rebound by K. Knueppel,pbp
11:31.0,,,97-111,,S. James misses 2-pt dunk from 3 ft,pbp
11:29.0,Defensive rebound by D. Powell,,97-111,,,pbp
11:26.0,D. Powell makes 2-pt layup from 3 ft,+2,99-111,,,pbp
11:19.0,,,99-111,,Personal foul by D. Powell (drawn by M. Bridges),pbp
11:09.0,,,99-111,,Def 3 sec tech foul by Team,pbp
11:09.0,,,99-111,,T. Mann misses technical free throw,pbp
11:09.0,,,99-111,,Offensive rebound by Team,pbp
10:55.0,,,99-111,,T. Mann misses 2-pt layup from 4 ft,pbp
10:53.0,,,99-111,,Offensive rebound by R. Kalkbrenner,pbp
10:51.0,,,99-114,+3,T. Mann makes 3-pt jump shot from 22 ft (assist by M. Bridges),pbp
10:33.0,Turnover by N. Claxton (dbl dribble),,99-114,,,pbp
10:17.0,,,99-116,+2,T. Mann makes 2-pt layup from 2 ft,pbp
10:03.0,N. Traoré makes 3-pt jump shot from 27 ft (assist by C. Thomas),+3,102-116,,,pbp
9:50.0,,,102-118,+2,R. Kalkbrenner makes 2-pt dunk from 1 ft (assist by T. Mann),pbp
9:40.0,N. Claxton misses 3-pt jump shot from 26 ft,,102-118,,,pbp
9:33.0,,,102-118,,Defensive rebound by T. Mann,pbp
9:30.0,,,102-118,,Personal foul by N. Traoré (drawn by T. Mann),pbp
9:30.0,D. Sharpe enters the game for N. Claxton,,102-118,,,pbp
9:12.0,,,102-118,,T. Mann misses 2-pt layup from 2 ft,pbp
9:09.0,,,102-118,,Offensive rebound by R. Kalkbrenner,pbp
9:09.0,,,102-118,,R. Kalkbrenner misses 2-pt layup at rim,pbp
9:09.0,,,102-118,,Offensive rebound by T. Mann,pbp
9:04.0,,,102-118,,M. Bridges misses 2-pt layup from 3 ft (block by D. Sharpe),pbp
9:00.0,Defensive rebound by D. Powell,,102-118,,,pbp
8:59.0,C. Thomas misses 3-pt jump shot from 23 ft,,102-118,,,pbp
8:54.0,,,102-118,,Defensive rebound by R. Kalkbrenner,pbp
8:47.0,,,102-118,,Charlotte full timeout,pbp
8:47.0,T. Martin enters the game for D. Powell,,102-118,,,pbp
8:47.0,,,102-118,,L. Ball enters the game for M. Bridges,pbp
8:47.0,,,102-118,,B. Miller enters the game for S. James,pbp
8:47.0,,,102-118,,T. Salaün enters the game for T. Mann,pbp
8:38.0,,,102-118,,Shooting foul by D. Sharpe (drawn by B. Miller),pbp
8:38.0,,,102-118,,B. Miller misses free throw 1 of 3,pbp
8:38.0,,,102-118,,Offensive rebound by Team,pbp
8:38.0,,,102-118,,B. Miller misses free throw 2 of 3,pbp
8:38.0,,,102-118,,Offensive rebound by Team,pbp
8:38.0,,,102-119,+1,B. Miller makes free throw 3 of 3,pbp
8:27.0,Shooting foul by L. Ball (drawn by C. Thomas),,102-119,,,pbp
8:27.0,C. Thomas makes free throw 1 of 2,+1,103-119,,,pbp
8:27.0,C. Thomas makes free throw 2 of 2,+1,104-119,,,pbp
8:09.0,,,104-119,,K. Knueppel misses 2-pt layup from 5 ft (block by D. Sharpe),pbp
8:06.0,Defensive rebound by D. Sharpe,,104-119,,,pbp
8:03.0,M. Porter misses 3-pt jump shot from 27 ft,,104-119,,,pbp
8:00.0,,,104-119,,Defensive rebound by T. Salaün,pbp
7:55.0,,,104-119,,Turnover by B. Miller (bad pass; steal by N. Traoré),pbp
7:48.0,C. Thomas misses 2-pt layup from 2 ft,,104-119,,,pbp
7:44.0,Offensive rebound by M. Porter,,104-119,,,pbp
7:44.0,M. Porter makes 2-pt layup at rim,+2,106-119,,,pbp
7:34.0,,,106-121,+2,B. Miller makes 2-pt jump shot from 9 ft,pbp
7:17.0,M. Porter misses 2-pt layup from 5 ft,,106-121,,,pbp
7:15.0,,,106-121,,Defensive rebound by R. Kalkbrenner,pbp
7:12.0,,,106-123,+2,T. Salaün makes 2-pt layup from 2 ft,pbp
7:01.0,T. Martin misses 3-pt jump shot from 26 ft,,106-123,,,pbp
6:55.0,,,106-123,,Defensive rebound by R. Kalkbrenner,pbp
6:50.0,,,106-125,+2,L. Ball makes 2-pt layup from 1 ft,pbp
6:38.0,N. Traoré misses 2-pt jump shot from 8 ft,,106-125,,,pbp
6:38.0,,,106-125,,Defensive rebound by T. Salaün,pbp
6:31.0,,,106-128,+3,T. Salaün makes 3-pt jump shot from 26 ft (assist by K. Knueppel),pbp
6:29.0,Brooklyn full timeout,,106-128,,,pbp
6:29.0,N. Clowney enters the game for T. Martin,,106-128,,,pbp
6:29.0,E. Dёmin enters the game for M. Porter,,106-128,,,pbp
6:29.0,T. Mann enters the game for D. Sharpe,,106-128,,,pbp
6:29.0,D. Powell enters the game for C. Thomas,,106-128,,,pbp
6:29.0,J. Wilson enters the game for N. Traoré,,106-128,,,pbp
6:15.0,E. Dёmin misses 3-pt jump shot from 26 ft,,106-128,,,pbp
6:13.0,,,106-128,,Defensive rebound by K. Knueppel,pbp
6:01.0,,,106-128,,Turnover by L. Ball (bad pass),pbp
5:50.0,N. Clowney misses 3-pt jump shot from 27 ft,,106-128,,,pbp
5:47.0,,,106-128,,Defensive rebound by T. Salaün,pbp
5:34.0,,,106-128,,Turnover by L. Ball (bad pass; steal by T. Mann),pbp
5:27.0,N. Clowney misses 3-pt jump shot from 28 ft,,106-128,,,pbp
5:24.0,,,106-128,,Defensive rebound by T. Salaün,pbp
5:08.0,,,106-128,,B. Miller misses 2-pt jump shot from 4 ft,pbp
5:06.0,Defensive rebound by E. Dёmin,,106-128,,,pbp
5:03.0,Turnover by D. Powell (traveling),,106-128,,,pbp
4:44.0,,,106-128,,B. Miller misses 3-pt jump shot from 23 ft,pbp
4:43.0,,,106-128,,Offensive rebound by R. Kalkbrenner,pbp
4:40.0,,,106-128,,T. Salaün misses 3-pt jump shot from 25 ft,pbp
4:40.0,,,106-128,,Offensive rebound by Team,pbp
4:38.0,,,106-128,,Personal foul by D. Powell (drawn by K. Knueppel),pbp
4:38.0,T. Martin enters the game for D. Powell,,106-128,,,pbp
4:28.0,,,106-128,,B. Miller misses 3-pt jump shot from 25 ft,pbp
4:25.0,Defensive rebound by E. Dёmin,,106-128,,,pbp
4:11.0,Shooting foul by R. Kalkbrenner (drawn by T. Mann),,106-128,,,pbp
4:11.0,,,106-128,,Charlotte full timeout,pbp
4:11.0,,,106-128,,Instant Replay (Challenge: Ruling Stands),pbp
4:11.0,,,106-128,,M. Bridges enters the game for K. Knueppel,pbp
4:11.0,,,106-128,,T. Mann enters the game for T. Salaün,pbp
4:11.0,T. Mann makes free throw 1 of 2,+1,107-128,,,pbp
4:11.0,T. Mann makes free throw 2 of 2,+1,108-128,,,pbp
3:50.0,,,108-128,,M. Bridges misses 3-pt jump shot from 25 ft,pbp
3:46.0,Defensive rebound by E. Dёmin,,108-128,,,pbp
3:41.0,T. Mann makes 3-pt jump shot from 27 ft,+3,111-128,,,pbp
3:24.0,,,111-130,+2,L. Ball makes 2-pt layup from 1 ft (assist by M. Bridges),pbp
3:22.0,Technical foul by T. Mann,,111-130,,,pbp
3:22.0,,,111-130,,L. Ball misses technical free throw,pbp
3:22.0,Defensive rebound by Team,,111-130,,,pbp
3:22.0,N. Traoré enters the game for T. Mann,,111-130,,,pbp
3:22.0,,,111-130,,M. Diabaté enters the game for R. Kalkbrenner,pbp
3:10.0,J. Wilson misses 3-pt jump shot from 23 ft,,111-130,,,pbp
3:08.0,,,111-130,,Defensive rebound by M. Diabaté,pbp
2:57.0,,,111-133,+3,L. Ball makes 3-pt jump shot from 27 ft (assist by B. Miller),pbp
2:44.0,Turnover by J. Wilson (lost ball; steal by M. Bridges),,111-133,,,pbp
2:36.0,,,111-133,,Turnover by L. Ball (bad pass; steal by N. Traoré),pbp
2:35.0,Turnover by T. Martin (step out of bounds),,111-133,,,pbp
2:10.0,,,111-133,,M. Bridges misses 3-pt jump shot from 25 ft,pbp
2:08.0,Defensive rebound by E. Dёmin,,111-133,,,pbp
2:02.0,N. Clowney misses 2-pt layup from 6 ft (block by B. Miller),,111-133,,,pbp
1:57.0,Offensive rebound by N. Clowney,,111-133,,,pbp
1:56.0,T. Martin misses 3-pt jump shot from 26 ft,,111-133,,,pbp
1:53.0,,,111-133,,Defensive rebound by M. Diabaté,pbp
1:38.0,,,111-133,,B. Miller misses 2-pt jump shot from 8 ft,pbp
1:35.0,Defensive rebound by N. Clowney,,111-133,,,pbp
1:30.0,J. Wilson makes 3-pt jump shot from 23 ft (assist by T. Martin),+3,114-133,,,pbp
1:13.0,,,114-133,,M. Diabaté misses 2-pt layup from 1 ft,pbp
1:12.0,,,114-133,,Offensive rebound by M. Diabaté,pbp
1:10.0,,,114-133,,Turnover by M. Diabaté (3 sec),pbp
1:04.0,N. Traoré misses 3-pt jump shot from 27 ft,,114-133,,,pbp
1:01.0,,,114-133,,Defensive rebound by M. Bridges,pbp
0:44.0,,,114-136,+3,M. Bridges makes 3-pt jump shot from 23 ft (assist by T. Mann),pbp
0:34.0,E. Dёmin makes 3-pt jump shot from 28 ft (assist by N. Traoré),+3,117-136,,,pbp
0:09.0,,,117-136,,Turnover by Team (shot clock),pbp
0:00.0,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,End of 4th quarter,pbp
